Слово,Сумма_слов,Нормализованная_частотность
труба,35,8.413471651
улитка,20,8.413471651
шаг,36,8.413471651
арабский,12,7.572124486
бак,10,7.572124486
выехать,16,7.572124486
градус,21,7.572124486
дюжина,14,7.572124486
картошка,15,7.572124486
окоза,9,7.572124486
переместительный,9,7.572124486
перенести,18,7.572124486
подходящий,59,7.572124486
порция,12,7.572124486
правый,34,7.572124486
ситец,9,7.572124486
стадо,28,7.572124486
творог,16,7.572124486
теплоход,12,7.572124486
тройка,12,7.572124486
тупоугольный,9,7.572124486
увеличиться,11,7.572124486
установить,24,7.572124486
ас,9,6.730777321
вертолёт,26,6.730777321
взаимосвязь,17,6.730777321
внести,16,6.730777321
глядеть,21,6.730777321
диаметр,13,6.730777321
замкнутый,19,6.730777321
записываться,13,6.730777321
истратить,9,6.730777321
классификация,9,6.730777321
копа,9,6.730777321
кресло,11,6.730777321
ластик,16,6.730777321
ложка,44,6.730777321
маляр,8,6.730777321
математик,9,6.730777321
немой,15,6.730777321
палатка,12,6.730777321
пальма,16,6.730777321
планета,50,6.730777321
площадка,37,6.730777321
повторять,34,6.730777321
прибыть,9,6.730777321
приписать,11,6.730777321
пристань,14,6.730777321
проволока,37,6.730777321
пятизначный,8,6.730777321
расход,28,6.730777321
снежинка,32,6.730777321
сочетательный,8,6.730777321
средний,42,6.730777321
тесьма,13,6.730777321
треть,13,6.730777321
тюльпан,23,6.730777321
хозяйка,13,6.730777321
числительное,34,6.730777321
шоколадный,9,6.730777321
юбка,11,6.730777321
январь,25,6.730777321
апрель,18,5.889430156
арифметика,7,5.889430156
вторник,12,5.889430156
геометрия,7,5.889430156
громозек,7,5.889430156
грузовой,12,5.889430156
десятичный,7,5.889430156
доставить,11,5.889430156
дробный,7,5.889430156
дыня,12,5.889430156
единственный,152,5.889430156
заколка,7,5.889430156
зарубка,7,5.889430156
квартал,9,5.889430156
консервы,7,5.889430156
кура,10,5.889430156
ласточка,16,5.889430156
магический,10,5.889430156
местоимение,193,5.889430156
младший,22,5.889430156
мотоциклист,7,5.889430156
носок,27,5.889430156
оканчиваться,21,5.889430156
остроугольный,7,5.889430156
ось,31,5.889430156
очко,7,5.889430156
перевезти,11,5.889430156
пион,11,5.889430156
подходить,40,5.889430156
полёт,31,5.889430156
портниха,7,5.889430156
правильность,21,5.889430156
призма,7,5.889430156
продавец,14,5.889430156
пролетать,9,5.889430156
пятница,11,5.889430156
раздать,8,5.889430156
разместиться,8,5.889430156
распределительный,7,5.889430156
симметрия,8,5.889430156
спортсмен,16,5.889430156
террариум,7,5.889430156
трёхлитровый,7,5.889430156
тыква,10,5.889430156
уложить,13,5.889430156
утверждение,14,5.889430156
февраль,19,5.889430156
цветник,12,5.889430156
черта,29,5.889430156
чтение,20,5.889430156
автомашина,8,5.04808299
ама,7,5.04808299
батон,6,5.04808299
белочка,14,5.04808299
буквенный,27,5.04808299
буфет,6,5.04808299
вавилонянин,6,5.04808299
взвешивание,6,5.04808299
винтик,7,5.04808299
воробей,56,5.04808299
выдать,8,5.04808299
гвоздика,11,5.04808299
голубь,19,5.04808299
дачный,7,5.04808299
детёныш,27,5.04808299
дочка,16,5.04808299
египтянин,11,5.04808299
земляника,28,5.04808299
зеркало,12,5.04808299
калоша,7,5.04808299
каюта,6,5.04808299
колосок,12,5.04808299
компот,13,5.04808299
кроссворд,15,5.04808299
крышка,38,5.04808299
малиновый,9,5.04808299
маршрут,19,5.04808299
метод,7,5.04808299
мнение,54,5.04808299
мотка,11,5.04808299
носорог,14,5.04808299
обозначаться,27,5.04808299
оборот,12,5.04808299
огород,55,5.04808299
ом,10,5.04808299
отрез,6,5.04808299
отремонтировать,7,5.04808299
отруби,6,5.04808299
отсутствовать,11,5.04808299
папуас,6,5.04808299
перемена,18,5.04808299
перерыв,12,5.04808299
пешеход,22,5.04808299
планка,12,5.04808299
плот,10,5.04808299
подбирать,20,5.04808299
позиционный,6,5.04808299
ползти,14,5.04808299
поместиться,7,5.04808299
понедельник,14,5.04808299
поступить,16,5.04808299
потратить,12,5.04808299
потёшка,7,5.04808299
произойти,79,5.04808299
простыня,9,5.04808299
разместить,11,5.04808299
рюкзак,9,5.04808299
сметана,11,5.04808299
сосед,69,5.04808299
среда,67,5.04808299
сформулировать,19,5.04808299
трудность,17,5.04808299
турнир,6,5.04808299
убрать,31,5.04808299
угольник,7,5.04808299
уменьшиться,11,5.04808299
упростить,6,5.04808299
фокус,6,5.04808299
формулировка,6,5.04808299
хлеб,73,5.04808299
циферблат,7,5.04808299
четырёхугольный,6,5.04808299
шоссе,33,5.04808299
шутка,19,5.04808299
шёлк,12,5.04808299
автомобилист,5,4.206735825
батончик,5,4.206735825
блузка,8,4.206735825
боковой,21,4.206735825
брест,5,4.206735825
бублик,7,4.206735825
бульдозер,5,4.206735825
вавилонский,6,4.206735825
вера,25,4.206735825
весы,8,4.206735825
вишнёвый,10,4.206735825
вмещать,6,4.206735825
вспахать,5,4.206735825
вывезти,5,4.206735825
вычислительный,8,4.206735825
ген,8,4.206735825
гном,5,4.206735825
диван,11,4.206735825
дописать,34,4.206735825
жаба,29,4.206735825
желание,13,4.206735825
железный,33,4.206735825
записаться,5,4.206735825
кабачок,8,4.206735825
калька,8,4.206735825
комплект,5,4.206735825
конверт,16,4.206735825
концерт,24,4.206735825
конюшня,5,4.206735825
корзинка,12,4.206735825
косичка,5,4.206735825
космический,20,4.206735825
кошелёк,7,4.206735825
кролик,11,4.206735825
лагер,6,4.206735825
лимонный,9,4.206735825
литровый,7,4.206735825
лютик,8,4.206735825
мандарин,13,4.206735825
мужчина,19,4.206735825
муха,26,4.206735825
награда,8,4.206735825
нажать,45,4.206735825
нарцисс,7,4.206735825
образоваться,112,4.206735825
овёс,23,4.206735825
окунь,13,4.206735825
отбросить,7,4.206735825
отложить,9,4.206735825
охота,37,4.206735825
охотник,35,4.206735825
парта,46,4.206735825
плёнка,20,4.206735825
поехать,29,4.206735825
порох,6,4.206735825
предшествовать,5,4.206735825
принц,6,4.206735825
проверочный,55,4.206735825
продукт,69,4.206735825
прыгать,26,4.206735825
разделиться,7,4.206735825
ребус,5,4.206735825
самосвал,6,4.206735825
семечко,9,4.206735825
складывать,16,4.206735825
собраться,23,4.206735825
сопоставить,6,4.206735825
сосна,81,4.206735825
станок,17,4.206735825
сундук,8,4.206735825
сырок,6,4.206735825
толстяк,5,4.206735825
тьма,8,4.206735825
тюль,7,4.206735825
ужин,21,4.206735825
упасть,37,4.206735825
упряжка,7,4.206735825
утка,38,4.206735825
фермер,7,4.206735825
физкультура,11,4.206735825
фунт,5,4.206735825
читаться,7,4.206735825
член,396,4.206735825
шестизначный,5,4.206735825
шестиугольник,6,4.206735825
щенок,41,4.206735825
ёлочный,13,4.206735825
август,11,3.36538866
автомат,5,3.36538866
аршин,4,3.36538866
ателье,11,3.36538866
бал,18,3.36538866
бархатный,9,3.36538866
бег,19,3.36538866
булочка,13,3.36538866
бутылка,36,3.36538866
взвесить,8,3.36538866
воскресный,7,3.36538866
вставлять,128,3.36538866
второклассник,6,3.36538866
выходной,7,3.36538866
географический,25,3.36538866
голубеть,4,3.36538866
городок,10,3.36538866
горючее,7,3.36538866
греческий,29,3.36538866
двухлитровый,4,3.36538866
дед,33,3.36538866
дежурный,13,3.36538866
доктор,17,3.36538866
достать,17,3.36538866
древнегреческий,10,3.36538866
дрозд,20,3.36538866
жираф,11,3.36538866
зайчик,12,3.36538866
заклинание,5,3.36538866
изразец,4,3.36538866
исписать,4,3.36538866
кадр,20,3.36538866
капитан,12,3.36538866
карусель,4,3.36538866
качели,10,3.36538866
кинотеатр,6,3.36538866
киоск,4,3.36538866
кирпич,19,3.36538866
классный,30,3.36538866
клетчатый,4,3.36538866
клин,5,3.36538866
клубничный,7,3.36538866
колбаса,12,3.36538866
кондитер,4,3.36538866
контейнер,4,3.36538866
коридор,13,3.36538866
крыжовник,10,3.36538866
куб,4,3.36538866
лампочка,7,3.36538866
литературный,12,3.36538866
луковица,19,3.36538866
мельница,20,3.36538866
минутный,5,3.36538866
надоить,4,3.36538866
наклейка,5,3.36538866
напрясть,4,3.36538866
насчитать,4,3.36538866
начальный,78,3.36538866
новосибирск,4,3.36538866
нумерация,4,3.36538866
обивка,4,3.36538866
объяснять,43,3.36538866
океан,79,3.36538866
осколок,5,3.36538866
охранять,34,3.36538866
палетка,4,3.36538866
палка,13,3.36538866
парник,6,3.36538866
пароход,14,3.36538866
пасти,11,3.36538866
пастух,8,3.36538866
персик,4,3.36538866
перчатка,18,3.36538866
плюшка,4,3.36538866
победить,16,3.36538866
погрузить,8,3.36538866
поделить,6,3.36538866
подземный,27,3.36538866
полушка,4,3.36538866
полюс,21,3.36538866
построиться,5,3.36538866
потолок,7,3.36538866
прибавлять,4,3.36538866
принадлежащий,5,3.36538866
припёка,4,3.36538866
проанализировать,7,3.36538866
продолжать,36,3.36538866
продолжаться,19,3.36538866
прожить,11,3.36538866
пряжа,10,3.36538866
пряник,12,3.36538866
пунктирный,7,3.36538866
пчела,60,3.36538866
пшеничный,4,3.36538866
разбиение,4,3.36538866
разбиться,7,3.36538866
разносторонний,4,3.36538866
раскладывать,8,3.36538866
расфасовать,4,3.36538866
расцвести,13,3.36538866
рим,19,3.36538866
рожь,38,3.36538866
роман,8,3.36538866
рынок,10,3.36538866
саженцевый,4,3.36538866
самара,7,3.36538866
самокат,6,3.36538866
самостоятельный,37,3.36538866
сани,15,3.36538866
сапог,32,3.36538866
сарай,14,3.36538866
сварить,6,3.36538866
сев,4,3.36538866
семя,125,3.36538866
сентябрь,30,3.36538866
сириус,4,3.36538866
скамья,5,3.36538866
сова,25,3.36538866
совпасть,5,3.36538866
солдат,44,3.36538866
спутник,9,3.36538866
старшеклассник,5,3.36538866
стая,23,3.36538866
стоянка,7,3.36538866
строитель,19,3.36538866
ступень,4,3.36538866
сыр,16,3.36538866
таблетка,5,3.36538866
тир,5,3.36538866
тракторист,11,3.36538866
тропинка,25,3.36538866
тысячелетие,10,3.36538866
тюха,4,3.36538866
убирать,22,3.36538866
увеличиваться,12,3.36538866
удачный,9,3.36538866
уложиться,4,3.36538866
уменьшение,5,3.36538866
унести,11,3.36538866
усадьба,5,3.36538866
финиш,5,3.36538866
футболист,5,3.36538866
хлопушка,5,3.36538866
честь,19,3.36538866
четверг,12,3.36538866
шахматный,4,3.36538866
шашка,4,3.36538866
шеренга,4,3.36538866
шкала,15,3.36538866
шклидулка,4,3.36538866
шнауцер,4,3.36538866
абрамцевый,3,2.524041495
автопогрузчик,3,2.524041495
амбар,4,2.524041495
ананас,6,2.524041495
апельсиновый,8,2.524041495
базар,5,2.524041495
байдарочный,3,2.524041495
бельё,10,2.524041495
бензин,13,2.524041495
братик,5,2.524041495
бутыль,3,2.524041495
валерьянка,3,2.524041495
варежка,18,2.524041495
висеть,33,2.524041495
возвращаться,24,2.524041495
воскресение,32,2.524041495
выпустить,8,2.524041495
вырастить,13,2.524041495
высветиться,3,2.524041495
выставить,6,2.524041495
выступить,8,2.524041495
вышивать,7,2.524041495
выяснить,23,2.524041495
гайка,12,2.524041495
гвардеец,5,2.524041495
гвоздик,12,2.524041495
геолог,11,2.524041495
георгин,3,2.524041495
гимнастика,6,2.524041495
гонец,3,2.524041495
гостинец,3,2.524041495
гросс,3,2.524041495
дача,12,2.524041495
двухэтажный,7,2.524041495
десятина,3,2.524041495
джунгли,5,2.524041495
диплодок,3,2.524041495
дистанция,3,2.524041495
египетский,4,2.524041495
желать,18,2.524041495
женить,3,2.524041495
жеребёнок,3,2.524041495
заасфальтировать,3,2.524041495
загон,3,2.524041495
заказ,4,2.524041495
закрутить,5,2.524041495
замок,20,2.524041495
занятый,12,2.524041495
заработать,5,2.524041495
засолить,3,2.524041495
засушить,4,2.524041495
затрата,5,2.524041495
зорька,5,2.524041495
зять,3,2.524041495
ивановка,3,2.524041495
измеряться,3,2.524041495
изобретение,10,2.524041495
исполнить,10,2.524041495
канава,6,2.524041495
канал,15,2.524041495
канва,6,2.524041495
каток,24,2.524041495
квадратик,4,2.524041495
квас,5,2.524041495
киев,12,2.524041495
комарик,5,2.524041495
копейка,5,2.524041495
корзиночка,3,2.524041495
кормушка,19,2.524041495
котлета,5,2.524041495
кочан,3,2.524041495
крапивник,3,2.524041495
круговой,9,2.524041495
крынка,3,2.524041495
кубический,4,2.524041495
кувшинка,21,2.524041495
купюра,3,2.524041495
лагерь,13,2.524041495
лебедь,17,2.524041495
леденец,5,2.524041495
лифт,21,2.524041495
лом,3,2.524041495
лыжа,23,2.524041495
лыжный,5,2.524041495
льняной,5,2.524041495
людоед,3,2.524041495
матч,5,2.524041495
микрошить,3,2.524041495
морж,9,2.524041495
моток,3,2.524041495
моторный,4,2.524041495
мышка,44,2.524041495
мясной,7,2.524041495
накапливаться,25,2.524041495
наложение,3,2.524041495
нара,3,2.524041495
начинка,7,2.524041495
небылица,6,2.524041495
незакрашенный,3,2.524041495
незамкнутый,8,2.524041495
непересекающийся,3,2.524041495
несъедобный,19,2.524041495
норма,5,2.524041495
обедать,13,2.524041495
обеденный,4,2.524041495
обозрение,3,2.524041495
обстановка,3,2.524041495
одноэтажный,3,2.524041495
оказываться,22,2.524041495
опоздать,9,2.524041495
отвезти,6,2.524041495
отметка,8,2.524041495
отряд,13,2.524041495
отсутствие,5,2.524041495
палиндром,3,2.524041495
паук,30,2.524041495
перегибание,3,2.524041495
перекладывать,3,2.524041495
перемножить,3,2.524041495
пересадка,3,2.524041495
пересекать,4,2.524041495
песочный,3,2.524041495
пеший,3,2.524041495
пиявка,5,2.524041495
поварёшка,3,2.524041495
повесть,10,2.524041495
подняться,38,2.524041495
подобный,17,2.524041495
подруга,26,2.524041495
подружка,6,2.524041495
подсчитать,10,2.524041495
подсчёт,3,2.524041495
подтянуться,3,2.524041495
позволить,12,2.524041495
полярник,3,2.524041495
попугайчик,3,2.524041495
послать,21,2.524041495
последующий,4,2.524041495
пост,4,2.524041495
пошив,4,2.524041495
прибегать,5,2.524041495
применяться,12,2.524041495
примерить,5,2.524041495
провод,4,2.524041495
продолжительность,4,2.524041495
проиграть,6,2.524041495
происхождение,20,2.524041495
промежуток,11,2.524041495
прополоть,4,2.524041495
пудель,4,2.524041495
путешествовать,24,2.524041495
пучок,10,2.524041495
пчеловод,3,2.524041495
пятирублёвый,3,2.524041495
пятёрка,4,2.524041495
пёс,15,2.524041495
равновесие,10,2.524041495
распределить,42,2.524041495
распространение,8,2.524041495
рассада,5,2.524041495
рассчитать,5,2.524041495
растеряйка,3,2.524041495
расходоваться,10,2.524041495
розочка,4,2.524041495
рулет,3,2.524041495
сахарный,12,2.524041495
свежий,49,2.524041495
связка,4,2.524041495
сегодняшний,10,2.524041495
сеять,14,2.524041495
сизый,5,2.524041495
симфонический,13,2.524041495
скворец,24,2.524041495
скворцовый,3,2.524041495
скот,19,2.524041495
скроить,3,2.524041495
слава,16,2.524041495
слонёнок,5,2.524041495
совет,48,2.524041495
советский,46,2.524041495
согласный,210,2.524041495
соперник,6,2.524041495
соревноваться,7,2.524041495
состричь,3,2.524041495
сплести,6,2.524041495
столб,16,2.524041495
столик,17,2.524041495
стройка,9,2.524041495
суббота,19,2.524041495
сумка,17,2.524041495
сушёный,5,2.524041495
съедобный,26,2.524041495
телевизионный,4,2.524041495
телёнок,11,2.524041495
теннис,6,2.524041495
теннисный,4,2.524041495
теплица,11,2.524041495
тип,36,2.524041495
томск,9,2.524041495
торопыжка,3,2.524041495
тратить,16,2.524041495
троллейбус,11,2.524041495
трёхколёсный,3,2.524041495
трёхкомнатный,3,2.524041495
тучковый,3,2.524041495
улей,11,2.524041495
урапуна,3,2.524041495
уходить,21,2.524041495
ученица,12,2.524041495
учительница,23,2.524041495
учёт,3,2.524041495
ферма,8,2.524041495
фрегат,3,2.524041495
халва,4,2.524041495
хризантема,4,2.524041495
цветик,6,2.524041495
цветовод,3,2.524041495
цокотуха,4,2.524041495
часовой,7,2.524041495
четвёрка,4,2.524041495
чтец,5,2.524041495
чулок,13,2.524041495
шарф,13,2.524041495
шкатулка,12,2.524041495
шланг,3,2.524041495
шоколадка,5,2.524041495
эвкалипт,3,2.524041495
ячмень,5,2.524041495
компания,2,0.8413471651
жена,11,0.8413471651
развитие,52,0.8413471651
правда,4,0.8413471651
партия,17,1.68269433
готовый,29,0.8413471651
сильный,96,1.68269433
служба,12,1.68269433
выходить,50,1.68269433
исследование,21,0.8413471651
держать,23,0.8413471651
армия,46,1.68269433
территория,51,1.68269433
большинство,66,0.8413471651
союз,68,1.68269433
поднять,26,1.68269433
серьёзный,5,0.8413471651
встать,24,0.8413471651
проводить,40,1.68269433
позиция,4,1.68269433
оценка,28,1.68269433
снять,17,0.8413471651
странный,5,0.8413471651
литература,11,0.8413471651
научный,45,0.8413471651
успех,19,0.8413471651
кабинет,3,0.8413471651
предлагать,20,0.8413471651
руководство,5,0.8413471651
согласиться,26,1.68269433
парень,5,1.68269433
попросить,41,1.68269433
ставить,81,1.68269433
надеяться,3,0.8413471651
вспоминать,50,0.8413471651
курс,3,0.8413471651
реформа,2,1.68269433
необходимость,14,0.8413471651
немецкий,13,1.68269433
практика,1,0.8413471651
проведение,7,0.8413471651
карман,9,1.68269433
применение,9,1.68269433
улыбнуться,14,0.8413471651
счастливый,20,0.8413471651
судить,8,0.8413471651
отказаться,5,0.8413471651
уверенный,3,0.8413471651
детство,18,0.8413471651
чёрт,1,0.8413471651
попытка,1,0.8413471651
перестать,10,0.8413471651
суть,2,0.8413471651
налог,16,0.8413471651
доход,22,1.68269433
колено,6,1.68269433
подход,1,0.8413471651
сорок,1,0.8413471651
объявить,5,0.8413471651
снимать,8,0.8413471651
улыбка,6,0.8413471651
закрыть,27,0.8413471651
достигнуть,7,0.8413471651
утверждать,11,0.8413471651
толпа,7,0.8413471651
больница,12,1.68269433
ездить,21,0.8413471651
больной,24,0.8413471651
дополнительный,26,0.8413471651
ладонь,20,0.8413471651
декабрь,19,0.8413471651
умный,22,0.8413471651
оборудование,8,0.8413471651
отделение,6,1.68269433
предусмотреть,1,0.8413471651
продажа,8,0.8413471651
зайти,19,1.68269433
богатый,64,0.8413471651
совершить,6,0.8413471651
воспоминание,10,0.8413471651
том,3,0.8413471651
явиться,2,0.8413471651
выступление,6,0.8413471651
подать,8,0.8413471651
садиться,18,0.8413471651
слой,80,0.8413471651
полезный,119,0.8413471651
просьба,12,1.68269433
предполагать,4,0.8413471651
достижение,18,0.8413471651
допустить,12,1.68269433
подписать,4,0.8413471651
поступать,32,0.8413471651
реальность,1,0.8413471651
мясо,19,0.8413471651
захотеть,29,0.8413471651
поездка,15,1.68269433
подтвердить,12,0.8413471651
гостиница,3,1.68269433
взяться,14,0.8413471651
человечество,27,0.8413471651
болеть,15,0.8413471651
вернуть,7,0.8413471651
представляться,1,0.8413471651
нож,37,0.8413471651
производить,32,0.8413471651
перевести,17,1.68269433
разрешить,3,0.8413471651
выдержать,11,0.8413471651
ожидание,1,0.8413471651
проводиться,9,0.8413471651
ударить,15,0.8413471651
владелец,3,1.68269433
проснуться,13,0.8413471651
ракета,11,0.8413471651
торговля,8,1.68269433
выпуск,2,1.68269433
кулак,5,0.8413471651
обойтись,10,0.8413471651
злой,29,0.8413471651
пропасть,18,0.8413471651
разобраться,10,0.8413471651
заходить,8,0.8413471651
религиозный,3,0.8413471651
покой,13,0.8413471651
окончание,437,0.8413471651
денежный,10,1.68269433
найтись,6,0.8413471651
устать,4,0.8413471651
рассчитывать,5,1.68269433
классический,5,0.8413471651
выясниться,2,0.8413471651
поднимать,17,0.8413471651
продавать,14,1.68269433
конечный,1,0.8413471651
шанс,1,0.8413471651
отойти,10,0.8413471651
случаться,11,0.8413471651
поворот,6,0.8413471651
возвращение,9,1.68269433
вина,4,0.8413471651
горный,70,0.8413471651
положительный,3,1.68269433
довольный,7,0.8413471651
уход,8,0.8413471651
указание,9,0.8413471651
введение,4,0.8413471651
обсуждение,5,0.8413471651
отличный,13,0.8413471651
воскликнуть,13,1.68269433
уважение,8,0.8413471651
покинуть,10,1.68269433
узел,17,0.8413471651
прибыль,5,0.8413471651
мебель,21,1.68269433
ловить,36,1.68269433
строительный,19,1.68269433
надёжный,12,0.8413471651
борт,6,1.68269433
склад,6,1.68269433
учение,8,0.8413471651
аналогичный,1,0.8413471651
покрыть,11,0.8413471651
нужда,6,0.8413471651
добыча,37,0.8413471651
задавать,14,0.8413471651
заложить,1,0.8413471651
исполнять,22,0.8413471651
учесть,11,1.68269433
объединить,18,0.8413471651
гонка,3,1.68269433
рукав,14,0.8413471651
проверять,53,0.8413471651
чемодан,3,0.8413471651
указ,6,0.8413471651
игрок,6,0.8413471651
проговорить,4,0.8413471651
пропустить,19,0.8413471651
дождаться,2,0.8413471651
выстрел,3,1.68269433
куртка,12,1.68269433
флот,11,0.8413471651
оператор,6,0.8413471651
переулок,4,0.8413471651
поинтересоваться,3,0.8413471651
высказать,20,1.68269433
подушка,17,1.68269433
спуститься,5,0.8413471651
вечерний,16,0.8413471651
столетие,16,1.68269433
точность,2,0.8413471651
полчаса,6,1.68269433
цех,1,0.8413471651
бумажка,5,0.8413471651
подъём,12,0.8413471651
студия,2,1.68269433
приниматься,3,0.8413471651
рукопись,4,0.8413471651
кафе,15,1.68269433
исследователь,5,0.8413471651
замечание,6,1.68269433
своеобразный,4,1.68269433
планировать,4,0.8413471651
разойтись,4,0.8413471651
священный,9,0.8413471651
благородный,4,0.8413471651
соображение,1,0.8413471651
халат,2,1.68269433
композитор,84,0.8413471651
достигать,11,0.8413471651
класть,26,0.8413471651
предполагаться,3,1.68269433
серебряный,17,0.8413471651
экипаж,4,0.8413471651
газовый,9,0.8413471651
сдавать,1,0.8413471651
распространить,8,0.8413471651
госпиталь,4,1.68269433
автомобильный,6,0.8413471651
заболеть,12,0.8413471651
небесный,13,1.68269433
налить,13,0.8413471651
подвал,6,1.68269433
судно,16,1.68269433
курица,11,0.8413471651
развивать,5,0.8413471651
пустота,7,0.8413471651
сообразить,1,0.8413471651
заказать,2,0.8413471651
доложить,1,0.8413471651
разбираться,3,0.8413471651
достаточный,3,0.8413471651
успевать,13,0.8413471651
утренний,13,1.68269433
дыра,4,1.68269433
император,18,0.8413471651
посадка,13,1.68269433
сменить,3,1.68269433
обмануть,6,0.8413471651
почётный,7,0.8413471651
супруг,1,0.8413471651
поручить,3,0.8413471651
ошибиться,19,0.8413471651
опуститься,6,0.8413471651
скала,19,0.8413471651
пожалеть,2,0.8413471651
философ,1,0.8413471651
строчка,50,0.8413471651
выражаться,7,1.68269433
даваться,14,0.8413471651
напиток,4,1.68269433
приступить,7,0.8413471651
семейство,4,0.8413471651
англичанин,3,0.8413471651
изложить,2,0.8413471651
свести,4,1.68269433
среднее,32,1.68269433
отправляться,18,0.8413471651
любопытный,4,0.8413471651
стандартный,4,0.8413471651
флаг,25,0.8413471651
прервать,2,0.8413471651
заглядывать,5,0.8413471651
отобрать,3,0.8413471651
мыть,13,0.8413471651
познание,11,1.68269433
загадочный,6,1.68269433
гениальный,4,0.8413471651
ружьё,7,0.8413471651
эра,13,1.68269433
предстоящий,2,0.8413471651
наполнить,11,0.8413471651
поздравлять,12,0.8413471651
уступать,10,0.8413471651
всемирный,3,0.8413471651
контрольный,2,0.8413471651
местность,79,0.8413471651
добавлять,29,1.68269433
суп,16,1.68269433
почитать,7,0.8413471651
каша,16,0.8413471651
разобрать,52,0.8413471651
гараж,9,1.68269433
тренировка,2,1.68269433
дожидаться,3,0.8413471651
неведомый,7,1.68269433
склон,22,1.68269433
цепочка,33,1.68269433
ограниченный,2,0.8413471651
механический,4,0.8413471651
койка,2,1.68269433
продаваться,10,0.8413471651
сорвать,15,0.8413471651
осознать,5,0.8413471651
покрытие,2,0.8413471651
светиться,2,0.8413471651
поправить,1,0.8413471651
старшина,1,0.8413471651
медный,7,1.68269433
отнять,2,0.8413471651
послужить,7,0.8413471651
рассвет,9,0.8413471651
сталкиваться,4,0.8413471651
первоначальный,7,0.8413471651
поместить,15,0.8413471651
раздражение,1,0.8413471651
пруд,34,1.68269433
освоение,3,0.8413471651
снаряд,1,0.8413471651
подчиняться,16,0.8413471651
лук,15,0.8413471651
скрытый,7,0.8413471651
крем,8,0.8413471651
направляться,3,0.8413471651
снизить,1,0.8413471651
забить,3,0.8413471651
гордый,4,0.8413471651
отыскать,7,0.8413471651
студенческий,1,0.8413471651
безопасный,23,1.68269433
старт,1,0.8413471651
вспышка,2,1.68269433
пособие,4,0.8413471651
нота,13,0.8413471651
посещение,3,1.68269433
казак,2,0.8413471651
кран,22,1.68269433
угадать,7,0.8413471651
вылететь,7,0.8413471651
свинья,3,0.8413471651
тротуар,11,0.8413471651
скучный,9,0.8413471651
удовлетворить,2,0.8413471651
отходить,4,0.8413471651
ил,18,0.8413471651
приз,2,1.68269433
чудовищный,1,0.8413471651
переносить,42,1.68269433
создатель,5,0.8413471651
товарный,3,1.68269433
рейс,2,1.68269433
подоконник,11,0.8413471651
завидовать,2,0.8413471651
простота,4,0.8413471651
пророк,4,0.8413471651
дневной,9,1.68269433
увезти,4,1.68269433
соображать,1,0.8413471651
догнать,9,1.68269433
дополнение,32,1.68269433
королевский,5,1.68269433
стрела,23,0.8413471651
верность,2,0.8413471651
жилец,5,1.68269433
доставлять,13,0.8413471651
очистить,7,0.8413471651
наименование,2,0.8413471651
выразиться,2,1.68269433
исполниться,2,0.8413471651
аэродром,5,0.8413471651
полдень,10,1.68269433
выработка,4,1.68269433
наградить,3,1.68269433
гипотеза,7,0.8413471651
животный,18,0.8413471651
поработать,23,0.8413471651
ориентация,1,0.8413471651
шахматы,3,0.8413471651
выстроить,2,0.8413471651
отставать,4,0.8413471651
резиновый,5,0.8413471651
повлиять,5,0.8413471651
мент,1,0.8413471651
съездить,2,0.8413471651
мотоцикл,5,1.68269433
отступить,7,1.68269433
молочный,17,0.8413471651
приготовление,14,1.68269433
путешественник,27,1.68269433
купаться,26,0.8413471651
задержаться,1,0.8413471651
выложить,7,0.8413471651
довод,1,0.8413471651
совершаться,17,0.8413471651
цвести,34,0.8413471651
поблагодарить,1,0.8413471651
индийский,8,1.68269433
го,55,1.68269433
ставиться,30,1.68269433
тверской,2,0.8413471651
промежуточный,6,1.68269433
заполнять,14,1.68269433
убегать,16,0.8413471651
изумление,1,0.8413471651
прилавок,2,1.68269433
полночь,7,0.8413471651
чистить,9,0.8413471651
обитатель,55,0.8413471651
секция,3,0.8413471651
старец,2,0.8413471651
размах,3,1.68269433
порошок,7,0.8413471651
футбольный,2,1.68269433
интервал,2,0.8413471651
поклониться,7,0.8413471651
выпивать,2,0.8413471651
ежегодный,5,0.8413471651
прописать,2,0.8413471651
горка,13,1.68269433
горшок,14,0.8413471651
коза,13,1.68269433
параллельный,2,1.68269433
овладеть,5,1.68269433
увлекаться,7,0.8413471651
залив,10,0.8413471651
рыбный,5,0.8413471651
нарезать,10,0.8413471651
расходиться,6,0.8413471651
писаться,115,0.8413471651
вилка,7,0.8413471651
кастрюля,16,1.68269433
русло,4,0.8413471651
верхушка,15,0.8413471651
прохождение,2,0.8413471651
напасть,10,1.68269433
формат,3,0.8413471651
комментировать,1,0.8413471651
борец,5,1.68269433
разрез,8,0.8413471651
сражаться,17,0.8413471651
парус,14,1.68269433
больничный,2,0.8413471651
стенд,4,0.8413471651
поплыть,9,1.68269433
табличка,5,1.68269433
помещаться,4,1.68269433
дежурство,2,0.8413471651
валить,5,1.68269433
орбита,2,1.68269433
командный,1,0.8413471651
путать,4,0.8413471651
припомнить,1,0.8413471651
грек,13,1.68269433
братец,4,0.8413471651
космонавт,26,1.68269433
табуретка,2,1.68269433
маг,2,0.8413471651
аналогия,1,0.8413471651
донести,3,0.8413471651
увлечься,1,0.8413471651
негр,2,0.8413471651
