Слово,Сумма_слов,Нормализованная_частотность
металл,29,90.17132552
мягкий,204,90.17132552
называться,226,90.17132552
настоящий,55,90.17132552
оранжевый,23,90.17132552
отличаться,116,90.17132552
палец,29,90.17132552
полосочка,3,90.17132552
помогать,127,90.17132552
понять,110,90.17132552
превратить,17,90.17132552
простой,37,90.17132552
радость,35,90.17132552
разноцветный,27,90.17132552
расположить,31,90.17132552
розовый,25,90.17132552
рука,124,90.17132552
светлый,36,90.17132552
сильный,68,90.17132552
смешать,6,90.17132552
смотреть,89,90.17132552
стараться,29,90.17132552
стекло,33,90.17132552
ткань,140,90.17132552
торжественный,8,90.17132552
тревожный,6,90.17132552
тяжёлый,37,90.17132552
узнать,365,90.17132552
украшать,32,90.17132552
хвост,60,90.17132552
целое,18,90.17132552
черепаха,27,90.17132552
чувство,96,90.17132552
шлем,4,90.17132552
юноша,5,90.17132552
юный,15,90.17132552
сказать,234,60.11421701
время,424,60.11421701
жизнь,216,30.05710851
новый,268,60.11421701
раз,351,60.11421701
работа,300,60.11421701
хотеть,111,60.11421701
место,360,30.05710851
лицо,45,60.11421701
вопрос,553,30.05710851
думать,145,60.11421701
случай,79,30.05710851
сила,55,60.11421701
вид,266,60.11421701
часть,891,60.11421701
получить,238,30.05710851
отношение,33,30.05710851
женщина,27,60.11421701
стоить,174,30.05710851
общий,178,30.05710851
машина,157,30.05710851
высокий,75,30.05710851
начать,59,30.05710851
хороший,97,60.11421701
писать,179,60.11421701
решить,513,30.05710851
молодой,42,60.11421701
средство,25,30.05710851
душа,19,30.05710851
нужный,225,30.05710851
многий,53,30.05710851
написать,503,30.05710851
мысль,112,60.11421701
взгляд,9,30.05710851
лежать,103,30.05710851
порядок,222,30.05710851
следующий,170,30.05710851
помощь,442,30.05710851
появиться,101,30.05710851
состояние,54,30.05710851
внимание,91,60.11421701
тело,141,30.05710851
хотеться,21,30.05710851
живой,117,60.11421701
вести,57,30.05710851
бояться,24,30.05710851
центр,43,30.05710851
ответ,451,30.05710851
автор,125,30.05710851
стена,60,60.11421701
становиться,78,30.05710851
смочь,59,30.05710851
заметить,84,30.05710851
мужчина,11,30.05710851
представить,122,60.11421701
чувствовать,19,30.05710851
рассказать,328,60.11421701
брать,34,30.05710851
особый,50,30.05710851
целый,44,30.05710851
помочь,181,60.11421701
вспомнить,134,60.11421701
открыть,38,30.05710851
девушка,6,30.05710851
создание,39,30.05710851
различный,78,30.05710851
назвать,447,30.05710851
произойти,57,30.05710851
лёгкий,36,30.05710851
тема,86,60.11421701
держать,29,30.05710851
край,141,30.05710851
гость,52,60.11421701
девочка,190,60.11421701
широкий,27,30.05710851
поле,124,30.05710851
банк,67,30.05710851
отдельный,30,30.05710851
музыка,128,30.05710851
составлять,83,30.05710851
поднять,22,30.05710851
уметь,112,60.11421701
длинный,89,60.11421701
страшный,26,30.05710851
писатель,38,30.05710851
объём,14,30.05710851
солнце,402,60.11421701
журнал,25,30.05710851
детский,39,30.05710851
чистый,40,30.05710851
положить,83,30.05710851
круг,104,60.11421701
специальный,69,30.05710851
поэт,50,30.05710851
оказываться,18,30.05710851
сложный,24,30.05710851
надежда,4,30.05710851
сон,37,30.05710851
ребята,152,60.11421701
прекрасный,37,60.11421701
пространство,24,30.05710851
предлагать,13,60.11421701
желание,10,30.05710851
петь,82,30.05710851
губа,8,30.05710851
волос,21,60.11421701
состоять,127,30.05710851
огонь,42,30.05710851
прямой,152,30.05710851
открытый,16,60.11421701
рассказ,168,30.05710851
учиться,104,30.05710851
снег,215,30.05710851
деревня,46,30.05710851
ожидать,3,30.05710851
масса,111,30.05710851
составить,617,60.11421701
быстрый,17,30.05710851
бутылка,10,60.11421701
подходить,44,30.05710851
гора,218,30.05710851
зависеть,39,30.05710851
построить,79,30.05710851
встретить,33,30.05710851
множество,27,60.11421701
корабль,75,30.05710851
тонкий,56,60.11421701
приём,31,60.11421701
кожа,39,30.05710851
выражение,607,30.05710851
зима,217,30.05710851
упасть,35,30.05710851
прежний,11,30.05710851
колено,4,30.05710851
женский,16,30.05710851
главное,29,60.11421701
рассматривать,15,30.05710851
исполнение,6,30.05710851
рождение,38,30.05710851
улыбка,16,30.05710851
фигура,258,60.11421701
фотография,97,30.05710851
существо,25,30.05710851
волна,39,60.11421701
житель,74,30.05710851
растение,413,30.05710851
одежда,71,30.05710851
лесной,84,30.05710851
зритель,4,60.11421701
весна,219,30.05710851
переход,32,30.05710851
обратить,62,60.11421701
середина,47,60.11421701
встретиться,21,60.11421701
древний,104,30.05710851
замечательный,20,30.05710851
князь,12,30.05710851
чудо,40,30.05710851
шея,9,30.05710851
вырасти,21,30.05710851
острый,46,60.11421701
ночной,31,30.05710851
измениться,64,30.05710851
звучать,32,30.05710851
суметь,10,30.05710851
морской,68,60.11421701
лишний,64,30.05710851
дождь,130,30.05710851
лететь,60,30.05710851
строить,49,30.05710851
баба,9,30.05710851
черта,37,30.05710851
изменить,89,30.05710851
мощный,6,30.05710851
учить,39,30.05710851
терять,7,30.05710851
жёсткий,22,30.05710851
портрет,31,30.05710851
крепкий,16,30.05710851
круглый,72,30.05710851
реальность,1,30.05710851
удивительный,23,30.05710851
площадка,14,60.11421701
приобрести,1,30.05710851
опасность,43,30.05710851
крыло,56,30.05710851
фон,14,30.05710851
познакомиться,51,30.05710851
напомнить,7,30.05710851
платье,50,60.11421701
неожиданный,2,60.11421701
превратиться,20,60.11421701
видный,36,30.05710851
резкий,9,60.11421701
лодка,34,60.11421701
строгий,7,30.05710851
лёд,110,30.05710851
подарить,35,30.05710851
дворец,15,30.05710851
воздушный,34,60.11421701
опустить,10,30.05710851
побежать,20,30.05710851
твёрдый,85,30.05710851
добро,8,30.05710851
выразить,67,30.05710851
конструкция,36,30.05710851
зло,9,60.11421701
удобный,32,30.05710851
поворот,5,30.05710851
песок,26,30.05710851
смешной,12,30.05710851
сказка,174,30.05710851
танец,40,30.05710851
переходить,21,30.05710851
заглянуть,6,30.05710851
стенка,5,30.05710851
напряжение,1,30.05710851
кошка,43,30.05710851
поступок,12,30.05710851
ствол,35,30.05710851
скромный,7,30.05710851
старинный,28,30.05710851
секрет,39,30.05710851
коробка,114,30.05710851
мебель,13,30.05710851
приглашать,4,30.05710851
густой,34,60.11421701
убрать,25,30.05710851
прозрачный,29,60.11421701
громкий,9,30.05710851
собор,4,30.05710851
соединить,87,30.05710851
капля,45,30.05710851
обыкновенный,3,30.05710851
облако,74,30.05710851
грубый,4,30.05710851
плыть,44,60.11421701
путешествие,41,30.05710851
танцевать,16,30.05710851
бровь,8,30.05710851
приближаться,6,60.11421701
раскрыть,11,30.05710851
тянуться,18,30.05710851
выражать,24,60.11421701
печальный,6,60.11421701
лапа,24,30.05710851
ветка,65,30.05710851
тьма,6,30.05710851
ложиться,13,30.05710851
башня,14,30.05710851
намерение,1,30.05710851
нанести,4,30.05710851
плотный,31,30.05710851
жестокий,3,30.05710851
придавать,15,60.11421701
замысел,5,30.05710851
ровный,22,30.05710851
лента,48,30.05710851
композитор,19,30.05710851
научить,11,30.05710851
грозить,2,30.05710851
перо,56,30.05710851
фантазия,7,60.11421701
располагаться,11,30.05710851
давний,15,30.05710851
чашка,29,30.05710851
меч,4,30.05710851
окружить,3,30.05710851
окружать,20,30.05710851
головной,5,30.05710851
радостный,17,60.11421701
жидкость,27,30.05710851
сравнить,366,30.05710851
таинственный,3,30.05710851
царство,28,30.05710851
воинский,3,30.05710851
учебник,138,30.05710851
игрушка,88,30.05710851
воин,7,30.05710851
обойти,7,30.05710851
вытянуть,7,30.05710851
свернуть,8,30.05710851
ледяной,24,30.05710851
могучий,8,60.11421701
плоский,43,30.05710851
ступенька,11,30.05710851
загадочный,3,60.11421701
переживание,2,30.05710851
бурный,3,30.05710851
мудрый,14,60.11421701
цепочка,208,30.05710851
смелый,12,30.05710851
живопись,9,30.05710851
окошко,82,60.11421701
приложить,12,30.05710851
снежный,55,30.05710851
фантастический,7,60.11421701
закрепить,17,30.05710851
гордый,1,30.05710851
ласковый,17,60.11421701
решительный,2,60.11421701
подсказать,18,30.05710851
влажный,26,30.05710851
украсить,38,60.11421701
нажать,7,30.05710851
хитрый,11,30.05710851
нежность,4,30.05710851
вылететь,5,30.05710851
жидкий,28,30.05710851
битва,6,30.05710851
спинка,14,60.11421701
нить,58,30.05710851
надевать,10,30.05710851
королева,12,30.05710851
бумажный,65,60.11421701
щит,6,30.05710851
стройный,5,30.05710851
повторяться,31,30.05710851
сочинять,12,30.05710851
бабочка,87,30.05710851
лёгкость,3,30.05710851
палочка,81,60.11421701
героиня,1,30.05710851
мужество,5,60.11421701
хлопать,4,30.05710851
плоскость,7,30.05710851
поляна,19,30.05710851
нитка,83,30.05710851
лёгкое,8,30.05710851
любоваться,5,30.05710851
разнообразие,3,30.05710851
поработать,25,30.05710851
сопротивляться,1,30.05710851
шарик,77,30.05710851
придумывать,10,30.05710851
фонтан,4,30.05710851
опускать,7,30.05710851
колючий,11,60.11421701
превращать,8,60.11421701
должный,142,30.05710851
обезьяна,19,30.05710851
злость,1,30.05710851
разводить,3,30.05710851
доброта,10,60.11421701
хрупкий,11,60.11421701
дракон,10,30.05710851
наложить,16,60.11421701
горка,21,30.05710851
лунный,16,30.05710851
контур,21,30.05710851
пират,3,60.11421701
парус,17,60.11421701
тигр,16,30.05710851
тоненький,6,30.05710851
лебедь,44,30.05710851
неповторимый,5,30.05710851
стремительный,2,30.05710851
котёнок,40,30.05710851
воробей,60,30.05710851
человечек,13,30.05710851
погаснуть,7,30.05710851
складка,5,30.05710851
фигурка,86,60.11421701
речной,15,30.05710851
раковина,10,30.05710851
заветный,3,30.05710851
подсказывать,20,30.05710851
скульптор,4,60.11421701
складывать,44,30.05710851
освещать,26,30.05710851
некрасивый,4,30.05710851
крона,10,30.05710851
нарядный,10,60.11421701
игровой,2,30.05710851
ноздря,1,30.05710851
насмешка,1,30.05710851
мостик,3,30.05710851
хрустальный,5,30.05710851
древность,32,30.05710851
звонкий,55,30.05710851
коробочка,23,60.11421701
отрывать,13,30.05710851
подвеска,7,30.05710851
стих,27,30.05710851
разрезать,38,30.05710851
пушистый,37,30.05710851
погружаться,2,30.05710851
убитый,1,30.05710851
составной,4,30.05710851
зонтик,4,30.05710851
коварный,2,30.05710851
выпуклый,11,30.05710851
запутаться,1,30.05710851
округлый,4,30.05710851
сверстник,5,30.05710851
листочек,30,60.11421701
пальчик,4,30.05710851
кружить,5,30.05710851
величественный,3,30.05710851
богатырь,12,30.05710851
волшебник,4,60.11421701
злодей,2,30.05710851
парить,5,30.05710851
белоснежный,9,30.05710851
раскрываться,9,30.05710851
одноклассник,55,30.05710851
морозный,16,60.11421701
срывать,3,30.05710851
спираль,7,30.05710851
сочный,13,30.05710851
потрогать,6,30.05710851
вытягивать,2,30.05710851
холст,4,60.11421701
роса,17,60.11421701
капелька,14,30.05710851
ножницы,33,60.11421701
лиса,48,30.05710851
плавный,8,30.05710851
туловище,20,60.11421701
светильник,6,30.05710851
трубочка,14,30.05710851
указательный,2,30.05710851
салют,4,30.05710851
камешек,17,30.05710851
краб,4,30.05710851
переливаться,4,60.11421701
присмотреться,2,30.05710851
жестяной,1,30.05710851
створка,2,60.11421701
цветущий,13,30.05710851
полюбоваться,2,30.05710851
медлить,1,30.05710851
баночка,7,30.05710851
изобразительный,7,30.05710851
шторм,5,30.05710851
коврик,2,30.05710851
покрывало,7,30.05710851
берёзка,23,30.05710851
излучать,5,30.05710851
масляный,4,60.11421701
хлопок,6,60.11421701
гасить,2,30.05710851
согнуть,18,30.05710851
сиреневый,6,30.05710851
изогнутый,6,60.11421701
веер,10,30.05710851
промыть,2,30.05710851
дымка,2,30.05710851
мак,5,30.05710851
храбрость,5,30.05710851
отталкивать,1,30.05710851
румянец,1,30.05710851
вдохновить,1,30.05710851
гармошка,11,30.05710851
яркость,3,30.05710851
клык,7,30.05710851
ладоши,3,30.05710851
прилетать,18,30.05710851
смешивать,1,30.05710851
убор,4,30.05710851
трусливый,6,30.05710851
пожелтеть,6,30.05710851
картон,54,30.05710851
закрутить,9,60.11421701
смешение,1,30.05710851
фея,1,30.05710851
тряпочка,5,30.05710851
грива,4,30.05710851
хоровод,9,60.11421701
качели,4,30.05710851
ёлочка,18,30.05710851
жемчуг,5,30.05710851
сконструировать,3,60.11421701
кисточка,10,30.05710851
приклеить,45,60.11421701
деревце,6,30.05710851
лапша,10,30.05710851
облепить,4,30.05710851
расцветать,3,30.05710851
лесенка,4,30.05710851
именинник,1,30.05710851
листик,8,60.11421701
замысловатый,1,30.05710851
ракушка,13,60.11421701
отливать,2,30.05710851
обрывать,5,30.05710851
беречься,3,30.05710851
коварство,1,30.05710851
рисование,11,30.05710851
надавить,2,30.05710851
ажурный,1,30.05710851
скульптурный,4,30.05710851
снежинка,28,30.05710851
бугорок,3,30.05710851
запятая,20,30.05710851
акварель,4,60.11421701
пасмурный,6,30.05710851
тюбик,10,60.11421701
вышивка,24,60.11421701
загнуть,6,30.05710851
восковой,3,30.05710851
повтор,4,30.05710851
волнистый,14,30.05710851
освещаться,9,30.05710851
беспорядочный,3,30.05710851
склеить,26,60.11421701
фантазировать,3,30.05710851
согнутый,2,30.05710851
плавник,9,60.11421701
созревать,14,30.05710851
игривый,2,30.05710851
завистливый,1,30.05710851
смочить,1,30.05710851
затемнить,1,30.05710851
растирать,2,30.05710851
вдавить,2,30.05710851
сосулька,12,30.05710851
кружочек,3,30.05710851
щупальце,3,30.05710851
пробуждаться,5,30.05710851
заломить,1,30.05710851
бегемот,2,30.05710851
терем,9,30.05710851
завиток,9,60.11421701
покрой,1,30.05710851
заточить,1,30.05710851
царевна,18,30.05710851
змейка,1,30.05710851
распускаться,7,30.05710851
непрозрачный,2,30.05710851
перелив,1,30.05710851
хохолок,5,30.05710851
вылепить,8,30.05710851
чередование,4,30.05710851
кирпичик,1,30.05710851
пружинка,2,30.05710851
пластичный,1,30.05710851
разрисовать,2,30.05710851
нарушиться,2,30.05710851
грациозный,1,30.05710851
пантера,2,30.05710851
колдунья,1,30.05710851
оперение,8,60.11421701
закручивать,6,30.05710851
отгадать,93,30.05710851
бирюзовый,1,30.05710851
изломанный,1,30.05710851
паутинка,10,60.11421701
заборчик,1,30.05710851
волшебница,1,30.05710851
индюк,3,60.11421701
бархатистый,1,30.05710851
замша,1,30.05710851
серпантин,6,30.05710851
замораживать,2,30.05710851
надрез,12,60.11421701
высекать,2,30.05710851
наклеивать,13,30.05710851
расшитый,1,30.05710851
выгнуть,6,30.05710851
чеканка,1,30.05710851
льдинка,7,30.05710851
обдувать,2,30.05710851
клеевой,1,30.05710851
счастие,19,30.05710851
перегнуть,5,30.05710851
сура,4,30.05710851
вдавливать,1,30.05710851
листопад,17,30.05710851
слететься,4,30.05710851
конфетти,4,30.05710851
непоседливый,1,30.05710851
выя,3,30.05710851
утяжелять,1,30.05710851
зарисовать,3,30.05710851
альбомный,5,30.05710851
дымковский,1,30.05710851
застыть,2,30.05710851
защипеть,1,30.05710851
защиплять,1,30.05710851
краплак,1,30.05710851
многоцветие,1,30.05710851
нашивать,1,30.05710851
сирин,1,30.05710851
соты,6,30.05710851
информация,514,1867.698199
буква,1422,1406.634627
слово,4463,953.3856914
компьютер,201,730.6685422
алгоритм,163,629.0782636
бусина,165,601.7270347
мешок,193,582.1904427
документ,144,527.487985
окно,208,527.487985
число,1619,511.8587114
утверждение,162,507.951393
цифра,270,421.990388
текст,985,394.6391591
знак,411,332.1220646
идти,246,332.1220646
конец,290,316.492791
графический,91,296.956199
источник,92,296.956199
текстовый,75,293.0488806
память,168,281.3269253
устройство,82,281.3269253
истинный,70,273.5122885
предмет,476,273.5122885
клетка,160,269.6049701
таблица,201,261.7903333
язык,310,250.0683781
кодирование,61,238.3464228
выполнить,423,230.531786
числовой,106,226.6244676
раскрасить,73,218.8098308
носитель,55,214.9025124
начало,191,207.0878756
диск,63,195.3659204
имя,475,195.3659204
книга,378,187.5512836
алфавит,109,183.6439651
записать,1531,183.6439651
код,43,168.0146915
смысл,221,168.0146915
способ,336,168.0146915
двоичный,42,164.1073731
команда,108,164.1073731
программа,53,164.1073731
называть,377,160.2000547
отметить,164,160.2000547
найти,1064,156.2927363
номер,90,156.2927363
электронный,48,156.2927363
словарь,180,152.3854179
год,564,148.4780995
русский,215,148.4780995
заполнить,84,136.7561443
обвести,61,132.8488259
клавиатура,35,128.9415074
название,428,128.9415074
определить,263,128.9415074
правило,269,128.9415074
звуковой,63,125.034189
орган,49,125.034189
тетрадь,255,125.034189
картинка,92,121.1268706
получать,67,121.1268706
пример,301,117.2195522
прочесть,33,117.2195522
задание,153,113.3122338
значение,805,113.3122338
количество,103,113.3122338
цель,101,113.3122338
шаг,69,113.3122338
данные,139,109.4049154
латинский,45,109.4049154
редактор,35,109.4049154
файл,28,109.4049154
обрабатывать,32,105.497597
системный,27,105.497597
адрес,41,101.5902786
ложный,34,101.5902786
мышь,71,101.5902786
положение,55,101.5902786
предыдущий,57,101.5902786
кодировать,25,97.68296018
нести,62,97.68296018
обработка,32,97.68296018
оперативный,25,97.68296018
плата,28,97.68296018
рабочий,60,97.68296018
ребёнок,246,97.68296018
символ,59,97.68296018
станция,54,97.68296018
высказывание,65,93.77564178
галочка,24,93.77564178
дисковод,24,93.77564178
письменный,66,93.77564178
пользоваться,149,93.77564178
сообщение,58,93.77564178
месяц,125,89.86832337
мышка,42,89.86832337
пометить,23,89.86832337
являться,142,89.86832337
алфавитный,55,85.96100496
приёмник,22,85.96100496
прочитать,1351,85.96100496
прямоугольник,224,85.96100496
система,47,85.96100496
ящик,72,85.96100496
ввод,21,82.05368655
деталь,195,82.05368655
запись,297,82.05368655
истинность,21,82.05368655
компьютерный,23,82.05368655
привести,87,82.05368655
хранить,41,82.05368655
закодировать,20,78.14636815
порядковый,20,78.14636815
последний,119,78.14636815
процессор,20,78.14636815
выполнение,57,74.23904974
сигнал,34,74.23904974
вариант,113,70.33173133
вывод,131,70.33173133
область,51,70.33173133
треугольный,25,70.33173133
единица,222,66.42441293
квадрат,226,66.42441293
свойство,120,66.42441293
выполнять,113,62.51709452
десятичный,16,62.51709452
монитор,16,62.51709452
строка,196,62.51709452
хранение,17,62.51709452
квадратный,35,58.60977611
мощность,16,58.60977611
поставить,227,58.60977611
синь,27,58.60977611
сосчитать,31,58.60977611
хлеб,65,58.60977611
шифр,16,58.60977611
экран,20,58.60977611
ячейка,19,58.60977611
вход,20,54.7024577
действие,363,54.7024577
инструкция,18,54.7024577
компакт,14,54.7024577
кругозор,14,54.7024577
мама,176,54.7024577
объект,41,54.7024577
отогнуть,23,54.7024577
передача,31,54.7024577
показать,145,54.7024577
принтер,14,54.7024577
проверить,419,54.7024577
расширить,16,54.7024577
результат,127,54.7024577
решение,228,54.7024577
современный,39,54.7024577
содержать,25,54.7024577
аквариум,26,50.7951393
досуг,16,50.7951393
зрительный,14,50.7951393
интернет,24,50.7951393
испытание,17,50.7951393
малыш,57,50.7951393
параграф,13,50.7951393
поиск,22,50.7951393
программирование,13,50.7951393
раздел,25,50.7951393
сканер,13,50.7951393
сохранить,26,50.7951393
стол,124,50.7951393
стрелка,86,50.7951393
упражнение,49,50.7951393
урок,111,50.7951393
ухо,39,50.7951393
звук,694,46.88782089
использоваться,61,46.88782089
карандаш,178,46.88782089
кастрюля,19,46.88782089
круговой,18,46.88782089
литр,109,46.88782089
математика,31,46.88782089
набор,20,46.88782089
находиться,168,46.88782089
неделя,91,46.88782089
нос,42,46.88782089
обозначать,286,46.88782089
понимать,80,46.88782089
представление,24,46.88782089
представлять,36,46.88782089
сборка,20,46.88782089
элемент,24,46.88782089
вкус,32,42.98050248
воспринимать,16,42.98050248
выход,22,42.98050248
домашний,53,42.98050248
исходный,18,42.98050248
клавиша,13,42.98050248
класс,178,42.98050248
литровый,15,42.98050248
остальной,116,42.98050248
пустой,51,42.98050248
слушать,50,42.98050248
существовать,44,42.98050248
считать,86,42.98050248
яблоко,147,42.98050248
вера,44,39.07318407
видать,13,39.07318407
выбрать,264,39.07318407
занимать,45,39.07318407
зрение,23,39.07318407
информатика,10,39.07318407
налить,28,39.07318407
определять,53,39.07318407
ответить,184,39.07318407
папка,12,39.07318407
подчеркнуть,441,39.07318407
предложение,1148,39.07318407
пропуск,31,39.07318407
собирать,55,39.07318407
страница,146,39.07318407
сумма,328,39.07318407
телефон,36,39.07318407
треугольник,159,39.07318407
учитель,57,39.07318407
вкусовой,10,35.16586567
задача,770,35.16586567
корпус,16,35.16586567
левый,40,35.16586567
линейка,69,35.16586567
минута,71,35.16586567
наклеить,52,35.16586567
нуль,18,35.16586567
объяснить,420,35.16586567
осязательный,9,35.16586567
план,99,35.16586567
предпоследний,10,35.16586567
провести,93,35.16586567
продолжить,63,35.16586567
родиться,60,35.16586567
служить,57,35.16586567
стихотворение,185,35.16586567
читать,136,35.16586567
экзамен,13,35.16586567
явление,71,35.16586567
английский,17,31.25854726
берег,112,31.25854726
бидон,22,31.25854726
входной,8,31.25854726
выполнимый,9,31.25854726
гибкий,13,31.25854726
деревянный,32,31.25854726
длина,514,31.25854726
долина,22,31.25854726
естественный,19,31.25854726
запах,34,31.25854726
изменение,59,31.25854726
искусственный,29,31.25854726
качество,29,31.25854726
обозначить,181,31.25854726
обонятельный,8,31.25854726
определённый,30,31.25854726
ощущать,12,31.25854726
папирус,11,31.25854726
письмо,174,31.25854726
препинание,31,31.25854726
пробел,14,31.25854726
равенство,193,31.25854726
разряд,59,31.25854726
речка,39,31.25854726
сантиметр,900,31.25854726
свободный,24,31.25854726
след,32,31.25854726
слуховой,8,31.25854726
схема,198,31.25854726
точка,246,31.25854726
улица,110,31.25854726
ученик,145,31.25854726
храниться,17,31.25854726
архив,7,27.35122885
барабан,16,27.35122885
блокнот,26,27.35122885
голуба,8,27.35122885
грифель,7,27.35122885
замена,8,27.35122885
инструмент,76,27.35122885
квадратик,8,27.35122885
ключевой,12,27.35122885
кнопка,11,27.35122885
личинка,18,27.35122885
обладать,25,27.35122885
описание,77,27.35122885
остаться,278,27.35122885
отличать,12,27.35122885
отложить,9,27.35122885
отрезать,38,27.35122885
переместить,7,27.35122885
подписать,18,27.35122885
полный,63,27.35122885
поменять,16,27.35122885
русь,27,27.35122885
слышать,41,27.35122885
событие,33,27.35122885
создаваться,12,27.35122885
соседний,28,27.35122885
столбец,51,27.35122885
тактильный,7,27.35122885
текущий,13,27.35122885
убедиться,19,27.35122885
удар,16,27.35122885
чума,7,27.35122885
школа,177,27.35122885
арбуз,26,23.44391044
берёста,17,23.44391044
возможность,19,23.44391044
выглядеть,38,23.44391044
выделить,160,23.44391044
выравнивание,6,23.44391044
вычисление,95,23.44391044
вычислительный,18,23.44391044
гласный,270,23.44391044
дать,113,23.44391044
достоинство,10,23.44391044
жираф,19,23.44391044
заменить,63,23.44391044
зелён,7,23.44391044
изготовление,76,23.44391044
интересовать,13,23.44391044
искать,58,23.44391044
лимон,20,23.44391044
магнитный,8,23.44391044
метро,13,23.44391044
мобильный,12,23.44391044
москва,87,23.44391044
наблюдать,93,23.44391044
назначение,17,23.44391044
недостаток,13,23.44391044
нераскрашенный,6,23.44391044
обозначение,70,23.44391044
оказаться,98,23.44391044
осязание,7,23.44391044
пергамент,6,23.44391044
планета,163,23.44391044
планшет,6,23.44391044
плита,15,23.44391044
полезный,43,23.44391044
прикрепить,19,23.44391044
присоединить,8,23.44391044
пункт,19,23.44391044
равный,262,23.44391044
разговаривать,19,23.44391044
размер,78,23.44391044
речь,353,23.44391044
ряд,183,23.44391044
свиток,6,23.44391044
сковорода,9,23.44391044
столбик,180,23.44391044
фотоаппарат,8,23.44391044
чёрно,8,23.44391044
шрифт,9,23.44391044
щепка,9,23.44391044
автомобиль,31,19.53659204
библиотека,30,19.53659204
бланк,5,19.53659204
ввести,15,19.53659204
верный,156,19.53659204
веточка,22,19.53659204
взаимосвязанный,9,19.53659204
видеокарта,5,19.53659204
внешний,31,19.53659204
возраст,16,19.53659204
воскресение,11,19.53659204
вырезание,11,19.53659204
глухой,50,19.53659204
горячий,22,19.53659204
графит,6,19.53659204
греция,7,19.53659204
груша,44,19.53659204
