Слово,Сумма_слов,Нормализованная_частотность
мотив,29,571.0370032
создать,136,571.0370032
художественный,74,571.0370032
вспомнить,461,548.1955231
костюм,107,548.1955231
панно,48,548.1955231
вид,673,525.3540429
жить,424,525.3540429
похожий,220,525.3540429
символ,136,525.3540429
строить,125,525.3540429
чёрный,205,525.3540429
башня,105,502.5125628
ветер,279,502.5125628
вопрос,821,502.5125628
деревянный,101,502.5125628
ответить,238,502.5125628
передать,77,502.5125628
представление,80,502.5125628
прялка,22,502.5125628
состояние,60,502.5125628
большой,301,479.6710827
война,260,479.6710827
графический,169,479.6710827
деталь,433,479.6710827
древо,22,479.6710827
камень,163,479.6710827
обратить,199,479.6710827
особый,130,479.6710827
слово,2352,479.6710827
тема,211,479.6710827
вещь,72,456.8296026
взять,218,456.8296026
изображать,70,456.8296026
красный,332,456.8296026
передавать,86,456.8296026
представить,156,456.8296026
средство,139,456.8296026
больший,456,433.9881224
гуашь,30,433.9881224
живописный,29,433.9881224
использовать,863,433.9881224
кисть,55,433.9881224
композиционный,20,433.9881224
плакат,28,433.9881224
пространство,59,433.9881224
решение,638,433.9881224
россия,718,433.9881224
рука,238,433.9881224
снег,240,433.9881224
современный,182,433.9881224
солнце,432,433.9881224
церковь,80,433.9881224
элемент,86,433.9881224
живой,167,411.1466423
значение,1438,411.1466423
огромный,173,411.1466423
прекрасный,114,411.1466423
пример,507,411.1466423
река,563,411.1466423
создавать,99,411.1466423
весна,191,388.3051622
должный,395,388.3051622
картинка,62,388.3051622
площадь,1018,388.3051622
силуэт,18,388.3051622
сочетание,70,388.3051622
стоить,336,388.3051622
страна,578,388.3051622
тонкий,111,388.3051622
увидеть,198,388.3051622
характер,46,388.3051622
живопись,24,365.463682
заметка,18,365.463682
лес,851,365.463682
натюрморт,18,365.463682
общий,250,365.463682
памятник,116,365.463682
подумать,261,365.463682
праздничный,47,365.463682
пропорция,18,365.463682
радость,55,365.463682
рисовать,74,365.463682
свет,186,365.463682
цветной,122,365.463682
век,482,342.6222019
донец,16,342.6222019
дорога,306,342.6222019
зелёный,235,342.6222019
знак,648,342.6222019
изобразить,81,342.6222019
каменный,57,342.6222019
красивый,185,342.6222019
круглый,155,342.6222019
медаль,77,342.6222019
набросок,18,342.6222019
напоминать,51,342.6222019
объяснить,952,342.6222019
определить,990,342.6222019
особенность,119,342.6222019
поколение,49,342.6222019
помнить,94,342.6222019
простор,33,342.6222019
различный,276,342.6222019
светлый,59,342.6222019
событие,177,342.6222019
схема,483,342.6222019
сюжет,33,342.6222019
техника,100,342.6222019
архитектура,35,319.7807218
выразительный,22,319.7807218
главное,92,319.7807218
говорить,229,319.7807218
гора,288,319.7807218
жёлтый,114,319.7807218
знать,535,319.7807218
класс,494,319.7807218
крепость,85,319.7807218
купол,33,319.7807218
месяц,222,319.7807218
мягкий,162,319.7807218
называть,477,319.7807218
нарисовать,258,319.7807218
новый,626,319.7807218
осень,162,319.7807218
оттенок,25,319.7807218
поле,394,319.7807218
помощь,875,319.7807218
понимать,75,319.7807218
пора,122,319.7807218
родина,91,319.7807218
сделать,938,319.7807218
украшать,77,319.7807218
улица,169,319.7807218
цветок,240,319.7807218
широкий,93,319.7807218
весенний,87,296.9392417
грек,32,296.9392417
далёкий,71,296.9392417
жилище,45,296.9392417
найти,2120,296.9392417
окно,192,296.9392417
память,274,296.9392417
помогать,175,296.9392417
признак,264,296.9392417
работать,338,296.9392417
служить,134,296.9392417
создание,118,296.9392417
степь,171,296.9392417
традиция,54,296.9392417
тёплый,99,296.9392417
цветущий,25,296.9392417
ветка,127,274.0977615
выбрать,425,274.0977615
душа,28,274.0977615
зима,128,274.0977615
зритель,36,274.0977615
казаться,80,274.0977615
край,410,274.0977615
крыша,68,274.0977615
множество,196,274.0977615
море,356,274.0977615
облик,45,274.0977615
отдельный,103,274.0977615
отметить,155,274.0977615
победа,119,274.0977615
понимание,19,274.0977615
резьба,20,274.0977615
решить,841,274.0977615
сад,210,274.0977615
синий,153,274.0977615
сторона,690,274.0977615
считать,173,274.0977615
фон,27,274.0977615
целое,56,274.0977615
центр,128,274.0977615
вернисаж,11,251.2562814
ветвь,54,251.2562814
впечатление,48,251.2562814
выражать,42,251.2562814
глаз,163,251.2562814
голубой,102,251.2562814
дело,208,251.2562814
деревня,142,251.2562814
житель,116,251.2562814
зарисовка,20,251.2562814
играть,141,251.2562814
колонна,33,251.2562814
конец,452,251.2562814
конструкция,80,251.2562814
крестьянин,112,251.2562814
маленький,305,251.2562814
мироздание,11,251.2562814
наличник,16,251.2562814
настроение,37,251.2562814
облако,97,251.2562814
отечественный,99,251.2562814
ощущение,14,251.2562814
па,12,251.2562814
песня,167,251.2562814
поверхность,300,251.2562814
посмотреть,104,251.2562814
пояснить,24,251.2562814
придумать,260,251.2562814
роль,153,251.2562814
старинный,89,251.2562814
стихия,12,251.2562814
строение,41,251.2562814
счастие,37,251.2562814
чувство,79,251.2562814
эллин,11,251.2562814
японский,20,251.2562814
армия,72,228.4148013
бог,64,228.4148013
брат,109,228.4148013
бревно,43,228.4148013
выглядеть,84,228.4148013
группа,384,228.4148013
дать,163,228.4148013
длинный,151,228.4148013
дух,31,228.4148013
женщина,66,228.4148013
колорит,15,228.4148013
кровля,18,228.4148013
круг,178,228.4148013
лубочный,11,228.4148013
любимый,54,228.4148013
нарядный,32,228.4148013
нужный,271,228.4148013
озеро,314,228.4148013
окружающий,75,228.4148013
передача,78,228.4148013
помочь,233,228.4148013
порядок,348,228.4148013
продумать,78,228.4148013
путь,478,228.4148013
расположение,62,228.4148013
ритм,23,228.4148013
связь,142,228.4148013
сражение,46,228.4148013
сходство,67,228.4148013
япония,22,228.4148013
яркий,126,228.4148013
богиня,18,205.5733212
бой,79,205.5733212
бывать,223,205.5733212
выполнять,352,205.5733212
выражение,1059,205.5733212
детский,110,205.5733212
доска,82,205.5733212
идти,468,205.5733212
история,337,205.5733212
кремль,66,205.5733212
лето,206,205.5733212
лубок,12,205.5733212
мать,76,205.5733212
многий,133,205.5733212
могучий,37,205.5733212
москва,392,205.5733212
называться,392,205.5733212
небольшой,149,205.5733212
новогодний,39,205.5733212
орден,26,205.5733212
ответ,611,205.5733212
отличаться,147,205.5733212
палитра,11,205.5733212
пользоваться,187,205.5733212
попробовать,187,205.5733212
постараться,56,205.5733212
поэт,96,205.5733212
разживка,9,205.5733212
разнообразный,83,205.5733212
ребята,154,205.5733212
ребёнок,225,205.5733212
сказка,185,205.5733212
сказочный,33,205.5733212
скульптура,17,205.5733212
спокойный,17,205.5733212
творчество,30,205.5733212
терем,18,205.5733212
труд,103,205.5733212
характерный,53,205.5733212
являться,439,205.5733212
арка,10,182.731841
битва,89,182.731841
близкий,87,182.731841
богатый,90,182.731841
важный,187,182.731841
воздух,219,182.731841
воин,83,182.731841
высота,243,182.731841
выступать,39,182.731841
ганча,8,182.731841
голова,103,182.731841
городец,10,182.731841
графика,30,182.731841
дворец,68,182.731841
декоративность,10,182.731841
дождь,172,182.731841
животное,561,182.731841
знаменитый,91,182.731841
идея,32,182.731841
изобразительный,10,182.731841
коллективный,13,182.731841
крестьянский,27,182.731841
крупный,235,182.731841
мечта,13,182.731841
молодой,97,182.731841
наблюдать,75,182.731841
надпись,31,182.731841
настоящий,217,182.731841
объединить,26,182.731841
определённый,73,182.731841
писать,220,182.731841
получиться,465,182.731841
понять,129,182.731841
поселение,27,182.731841
предок,70,182.731841
придавать,38,182.731841
простой,214,182.731841
расти,201,182.731841
резной,15,182.731841
родственный,15,182.731841
свободный,69,182.731841
свод,12,182.731841
сложный,223,182.731841
смотреть,147,182.731841
смысл,221,182.731841
ставить,98,182.731841
старый,124,182.731841
ствол,58,182.731841
стихотворение,207,182.731841
стремиться,35,182.731841
традиционный,18,182.731841
тёмный,95,182.731841
уметь,154,182.731841
шуба,19,182.731841
акрополь,15,159.8903609
апрель,49,159.8903609
берег,246,159.8903609
быт,31,159.8903609
верхний,115,159.8903609
взгляд,23,159.8903609
внешний,64,159.8903609
волшебный,45,159.8903609
ворота,54,159.8903609
выражаться,19,159.8903609
городской,48,159.8903609
готический,7,159.8903609
греческий,48,159.8903609
давний,37,159.8903609
добрый,106,159.8903609
древнерусский,53,159.8903609
древность,51,159.8903609
единый,50,159.8903609
живописец,12,159.8903609
замечательный,48,159.8903609
защита,74,159.8903609
золотой,145,159.8903609
князь,201,159.8903609
кокошник,10,159.8903609
красавица,18,159.8903609
любить,142,159.8903609
мастерство,15,159.8903609
написать,465,159.8903609
наряд,21,159.8903609
научиться,202,159.8903609
начать,174,159.8903609
небесный,44,159.8903609
оборона,20,159.8903609
огонь,75,159.8903609
определение,76,159.8903609
орнаментальный,8,159.8903609
открытка,78,159.8903609
очертание,17,159.8903609
падчерица,7,159.8903609
палата,15,159.8903609
погода,144,159.8903609
полный,108,159.8903609
посох,9,159.8903609
приходить,30,159.8903609
причудливый,15,159.8903609
радостный,28,159.8903609
рассматривать,34,159.8903609
сооружение,51,159.8903609
становиться,98,159.8903609
суровый,39,159.8903609
текст,1529,159.8903609
тело,139,159.8903609
ткань,286,159.8903609
торжественный,21,159.8903609
точка,530,159.8903609
трава,177,159.8903609
тяжёлый,71,159.8903609
узнать,527,159.8903609
учебник,274,159.8903609
холм,66,159.8903609
холодный,78,159.8903609
честь,51,159.8903609
эллада,7,159.8903609
ярус,23,159.8903609
афины,22,137.0488808
белила,13,137.0488808
богатырь,50,137.0488808
верить,35,137.0488808
вклеить,8,137.0488808
военный,76,137.0488808
волнистый,15,137.0488808
встречаться,113,137.0488808
вход,41,137.0488808
выразительность,14,137.0488808
вырезать,138,137.0488808
гамма,7,137.0488808
гармонический,7,137.0488808
генерал,17,137.0488808
греция,29,137.0488808
девушка,12,137.0488808
динамика,10,137.0488808
женский,101,137.0488808
заметить,127,137.0488808
защищать,67,137.0488808
звезда,189,137.0488808
знакомиться,12,137.0488808
знатный,20,137.0488808
иллюстрация,57,137.0488808
интересный,132,137.0488808
исторический,135,137.0488808
княжеский,18,137.0488808
ковёр,33,137.0488808
коричневый,27,137.0488808
лесной,255,137.0488808
луг,207,137.0488808
любоваться,43,137.0488808
любовь,31,137.0488808
лёгкий,79,137.0488808
магический,16,137.0488808
меняться,61,137.0488808
мечеть,9,137.0488808
многообразие,7,137.0488808
музей,117,137.0488808
название,404,137.0488808
назначение,63,137.0488808
нести,51,137.0488808
образовать,178,137.0488808
океан,158,137.0488808
окружение,7,137.0488808
осенний,58,137.0488808
основной,87,137.0488808
основный,128,137.0488808
особенный,15,137.0488808
отец,87,137.0488808
отношение,164,137.0488808
памятный,17,137.0488808
плавный,10,137.0488808
платье,73,137.0488808
повседневный,16,137.0488808
получаться,135,137.0488808
последний,174,137.0488808
построить,199,137.0488808
представлять,67,137.0488808
природный,247,137.0488808
пятно,21,137.0488808
раз,1051,137.0488808
размер,248,137.0488808
расписной,11,137.0488808
располагаться,41,137.0488808
рисование,28,137.0488808
род,201,137.0488808
сказать,242,137.0488808
скульптор,12,137.0488808
слава,26,137.0488808
собственный,74,137.0488808
составлять,419,137.0488808
состоять,169,137.0488808
сравнить,662,137.0488808
стараться,39,137.0488808
статуя,12,137.0488808
стол,158,137.0488808
сцена,20,137.0488808
течение,173,137.0488808
тишина,25,137.0488808
убранство,14,137.0488808
угол,454,137.0488808
удивительный,75,137.0488808
условный,57,137.0488808
устройство,161,137.0488808
фасад,9,137.0488808
февраль,50,137.0488808
шапка,52,137.0488808
японец,10,137.0488808
ясный,41,137.0488808
аппликация,30,114.2074006
архитектурный,13,114.2074006
баночка,10,114.2074006
боярин,37,114.2074006
брать,56,114.2074006
величина,240,114.2074006
веселие,14,114.2074006
весёлый,61,114.2074006
возникать,36,114.2074006
воспевать,9,114.2074006
восхищение,8,114.2074006
выбор,128,114.2074006
выполнение,208,114.2074006
выразить,278,114.2074006
вырастать,24,114.2074006
глава,71,114.2074006
глина,83,114.2074006
головной,32,114.2074006
горный,82,114.2074006
горожанин,38,114.2074006
грандиозный,7,114.2074006
график,40,114.2074006
гребень,10,114.2074006
дверь,75,114.2074006
динамичный,5,114.2074006
добро,12,114.2074006
долгий,61,114.2074006
думать,155,114.2074006
жёсткий,34,114.2074006
заглянуть,22,114.2074006
запомнить,71,114.2074006
зелень,30,114.2074006
злой,36,114.2074006
изделие,327,114.2074006
кафтан,16,114.2074006
колористический,5,114.2074006
контрастный,8,114.2074006
контур,32,114.2074006
корабль,177,114.2074006
крепкий,43,114.2074006
культура,119,114.2074006
луч,280,114.2074006
май,53,114.2074006
макет,47,114.2074006
мудрость,14,114.2074006
надежда,12,114.2074006
направление,235,114.2074006
нижний,87,114.2074006
новгород,71,114.2074006
ночь,155,114.2074006
образец,244,114.2074006
одеваться,14,114.2074006
означать,162,114.2074006
окружать,17,114.2074006
оставаться,62,114.2074006
остров,127,114.2074006
отечество,31,114.2074006
относиться,224,114.2074006
отражать,24,114.2074006
отражение,9,114.2074006
петь,88,114.2074006
подметить,8,114.2074006
подчёркивать,15,114.2074006
поздний,63,114.2074006
показывать,143,114.2074006
покой,9,114.2074006
покрывать,19,114.2074006
полоса,70,114.2074006
поляна,53,114.2074006
последовательность,97,114.2074006
право,167,114.2074006
превратиться,31,114.2074006
превращаться,23,114.2074006
предыдущий,68,114.2074006
преобладать,15,114.2074006
прозрачный,42,114.2074006
произойти,154,114.2074006
простота,9,114.2074006
прочитать,1821,114.2074006
разноцветный,31,114.2074006
ручей,48,114.2074006
ряд,247,114.2074006
село,136,114.2074006
складка,12,114.2074006
следовать,98,114.2074006
сливаться,8,114.2074006
слой,80,114.2074006
случай,202,114.2074006
смотреться,11,114.2074006
собираться,42,114.2074006
соотношение,26,114.2074006
специальный,160,114.2074006
средневековый,15,114.2074006
стоять,204,114.2074006
судьба,38,114.2074006
сын,103,114.2074006
убор,34,114.2074006
упражнение,53,114.2074006
участник,39,114.2074006
уютный,9,114.2074006
фрагмент,38,114.2074006
цветение,10,114.2074006
целый,91,114.2074006
человечность,5,114.2074006
черта,47,114.2074006
чистый,63,114.2074006
шатёр,25,114.2074006
эксперимент,11,114.2074006
эскиз,35,114.2074006
юноша,20,114.2074006
ажурный,11,91.36592051
бежать,120,91.36592051
белильный,4,91.36592051
бесконечный,16,91.36592051
будущее,147,91.36592051
будущий,35,91.36592051
букет,31,91.36592051
ваза,40,91.36592051
вариант,180,91.36592051
величавый,6,91.36592051
величественный,12,91.36592051
величие,6,91.36592051
венец,11,91.36592051
вертикальный,19,91.36592051
вершина,204,91.36592051
вечный,21,91.36592051
видный,38,91.36592051
витраж,15,91.36592051
влага,43,91.36592051
внутренний,40,91.36592051
водный,52,91.36592051
возраст,31,91.36592051
воинский,8,91.36592051
воля,20,91.36592051
воображение,10,91.36592051
восток,85,91.36592051
восхищаться,16,91.36592051
вселенная,23,91.36592051
всматриваться,5,91.36592051
выбирать,78,91.36592051
выделяться,26,91.36592051
глубина,60,91.36592051
глубокий,75,91.36592051
горизонтальный,15,91.36592051
двор,64,91.36592051
действие,903,91.36592051
доброта,11,91.36592051
дорисовать,11,91.36592051
единство,36,91.36592051
желобок,4,91.36592051
завиток,4,91.36592051
задуматься,12,91.36592051
замечать,47,91.36592051
замысел,23,91.36592051
занимать,130,91.36592051
запечатлеть,4,91.36592051
защитник,40,91.36592051
зверь,75,91.36592051
звонница,6,91.36592051
звучать,42,91.36592051
знакомство,9,91.36592051
знакомый,63,91.36592051
знание,80,91.36592051
игра,119,91.36592051
игрушка,147,91.36592051
изразец,8,91.36592051
изящный,16,91.36592051
имя,1579,91.36592051
ионический,4,91.36592051
исполнение,19,91.36592051
источник,131,91.36592051
калька,20,91.36592051
карандаш,186,91.36592051
кимоно,4,91.36592051
книга,728,91.36592051
колокол,26,91.36592051
комната,145,91.36592051
костёр,67,91.36592051
кочевник,17,91.36592051
крона,17,91.36592051
кружево,25,91.36592051
крыло,93,91.36592051
крыльцо,17,91.36592051
легендарный,6,91.36592051
лобовой,4,91.36592051
лёд,88,91.36592051
мама,156,91.36592051
март,60,91.36592051
менять,45,91.36592051
метель,47,91.36592051
монастырь,44,91.36592051
мужчина,35,91.36592051
начинать,119,91.36592051
начинаться,83,91.36592051
нежность,6,91.36592051
нога,129,91.36592051
оберег,10,91.36592051
образный,13,91.36592051
объединять,24,91.36592051
обычай,46,91.36592051
ордер,4,91.36592051
освобождение,34,91.36592051
основа,300,91.36592051
отличать,18,91.36592051
отразиться,15,91.36592051
панорама,8,91.36592051
парфенона,9,91.36592051
персонаж,8,91.36592051
пир,12,91.36592051
письмо,212,91.36592051
плита,40,91.36592051
плоскость,13,91.36592051
подарок,61,91.36592051
подготовительный,5,91.36592051
подземный,39,91.36592051
подснежник,13,91.36592051
пожилой,5,91.36592051
познакомиться,167,91.36592051
поклоняться,5,91.36592051
полководец,27,91.36592051
половина,181,91.36592051
польза,18,91.36592051
поражать,13,91.36592051
пословица,186,91.36592051
построение,35,91.36592051
потомок,11,91.36592051
потребоваться,117,91.36592051
поход,54,91.36592051
поэтичный,4,91.36592051
предварительный,8,91.36592051
предметный,5,91.36592051
привести,256,91.36592051
применение,20,91.36592051
присмотреться,7,91.36592051
продолжать,39,91.36592051
производить,37,91.36592051
процесс,152,91.36592051
разместить,25,91.36592051
рассказ,221,91.36592051
растительный,54,91.36592051
реальный,28,91.36592051
резец,6,91.36592051
ремесленник,19,91.36592051
родиться,258,91.36592051
родословный,5,91.36592051
розовый,31,91.36592051
рукав,21,91.36592051
русь,282,91.36592051
сверстник,16,91.36592051
своеобразный,13,91.36592051
сельский,31,91.36592051
семейный,27,91.36592051
семья,125,91.36592051
серый,67,91.36592051
сидеть,92,91.36592051
симметричный,19,91.36592051
складываться,16,91.36592051
сложиться,21,91.36592051
слышать,79,91.36592051
снегопад,7,91.36592051
создаваться,30,91.36592051
солнечный,153,91.36592051
соответствовать,104,91.36592051
сосна,88,91.36592051
сохраняться,22,91.36592051
способ,624,91.36592051
средний,103,91.36592051
сруб,10,91.36592051
старина,44,91.36592051
статичный,4,91.36592051
столб,24,91.36592051
стрелка,134,91.36592051
стрельчатый,4,91.36592051
стремительный,6,91.36592051
строительный,33,91.36592051
стык,5,91.36592051
тень,57,91.36592051
теплота,8,91.36592051
территория,139,91.36592051
толстый,45,91.36592051
трепетный,4,91.36592051
тушь,9,91.36592051
тысяча,644,91.36592051
убедиться,23,91.36592051
уверенный,5,91.36592051
удобный,111,91.36592051
узкий,43,91.36592051
узорочье,4,91.36592051
узорчатый,6,91.36592051
умение,63,91.36592051
участвовать,69,91.36592051
учить,42,91.36592051
французский,23,91.36592051
ходить,107,91.36592051
холод,44,91.36592051
хороший,146,91.36592051
хотеть,152,91.36592051
хранить,65,91.36592051
царь,190,91.36592051
цель,236,91.36592051
час,581,91.36592051
человеческий,20,91.36592051
четверть,47,91.36592051
чудесный,51,91.36592051
шея,22,91.36592051
штрих,11,91.36592051
январь,46,91.36592051
японка,4,91.36592051
ярмарка,21,91.36592051
атака,9,68.52444038
батальный,3,68.52444038
батарея,5,68.52444038
белоснежный,9,68.52444038
беречь,60,68.52444038
бескрайний,16,68.52444038
боевой,24,68.52444038
бородино,5,68.52444038
бояться,42,68.52444038
братец,23,68.52444038
бровь,7,68.52444038
бронзовый,9,68.52444038
вглядеться,4,68.52444038
венчать,4,68.52444038
вечерний,25,68.52444038
вишня,32,68.52444038
включать,36,68.52444038
включить,31,68.52444038
вносить,13,68.52444038
возводить,15,68.52444038
воинственный,4,68.52444038
войско,112,68.52444038
волновать,6,68.52444038
волос,15,68.52444038
вольный,9,68.52444038
воссоздать,4,68.52444038
восходить,12,68.52444038
враг,103,68.52444038
всадник,40,68.52444038
вставать,33,68.52444038
встать,39,68.52444038
встреча,114,68.52444038
вызывать,22,68.52444038
выступить,21,68.52444038
выходить,52,68.52444038
галерея,37,68.52444038
гармоничный,4,68.52444038
героический,11,68.52444038
главка,7,68.52444038
глиняный,29,68.52444038
глядеть,38,68.52444038
гордость,13,68.52444038
гореть,54,68.52444038
горизонт,59,68.52444038
гостеприимный,5,68.52444038
граница,94,68.52444038
громадный,11,68.52444038
дальний,51,68.52444038
дата,42,68.52444038
двускатный,3,68.52444038
держать,58,68.52444038
деятельность,66,68.52444038
дивный,6,68.52444038
доблесть,6,68.52444038
домашний,208,68.52444038
домик,78,68.52444038
дориец,3,68.52444038
дорический,3,68.52444038
достоинство,15,68.52444038
древнегреческий,16,68.52444038
душевный,7,68.52444038
единственный,288,68.52444038
жильё,20,68.52444038
забор,40,68.52444038
забыть,38,68.52444038
завершение,7,68.52444038
задумываться,10,68.52444038
заниматься,83,68.52444038
занятие,63,68.52444038
заслуга,12,68.52444038
заснеженный,11,68.52444038
застолье,3,68.52444038
захотеться,7,68.52444038
зло,14,68.52444038
золото,37,68.52444038
игла,47,68.52444038
известный,193,68.52444038
изготовление,177,68.52444038
интерьер,17,68.52444038
исток,14,68.52444038
итальянский,12,68.52444038
каннелюра,3,68.52444038
капля,47,68.52444038
караван,17,68.52444038
клей,59,68.52444038
коллаж,4,68.52444038
коллекция,56,68.52444038
колокольный,7,68.52444038
колокольня,13,68.52444038
кора,41,68.52444038
корень,283,68.52444038
корпус,18,68.52444038
крестьянка,6,68.52444038
кружиться,23,68.52444038
купец,53,68.52444038
купольный,3,68.52444038
лавка,23,68.52444038
легенда,25,68.52444038
лента,63,68.52444038
лепесток,33,68.52444038
лицевой,46,68.52444038
лоб,9,68.52444038
лёгкость,7,68.52444038
мазок,3,68.52444038
малый,151,68.52444038
массив,4,68.52444038
массивный,5,68.52444038
материнство,3,68.52444038
медальерный,3,68.52444038
медведь,94,68.52444038
мелок,7,68.52444038
местоимение,400,68.52444038
мех,29,68.52444038
младенец,14,68.52444038
многообразный,5,68.52444038
могущественный,9,68.52444038
молитва,15,68.52444038
морской,142,68.52444038
мужественный,7,68.52444038
музейный,5,68.52444038
наблюдение,110,68.52444038
напряжение,4,68.52444038
нарядность,4,68.52444038
наслать,23,68.52444038
натура,3,68.52444038
находиться,362,68.52444038
нежный,25,68.52444038
необходимый,121,68.52444038
неожиданный,6,68.52444038
обладать,34,68.52444038
область,60,68.52444038
обобщённый,4,68.52444038
обосновать,19,68.52444038
объединяться,16,68.52444038
обычный,49,68.52444038
огород,84,68.52444038
одетый,12,68.52444038
округлый,7,68.52444038
определиться,5,68.52444038
определять,74,68.52444038
опыт,46,68.52444038
осанка,5,68.52444038
основание,90,68.52444038
островерхий,3,68.52444038
острый,88,68.52444038
отверстие,66,68.52444038
открываться,20,68.52444038
открытый,57,68.52444038
отмечать,45,68.52444038
отправиться,117,68.52444038
отражаться,18,68.52444038
охранять,61,68.52444038
палочка,51,68.52444038
парный,23,68.52444038
пейзажист,5,68.52444038
переводиться,10,68.52444038
передаваться,24,68.52444038
переживать,7,68.52444038
песок,101,68.52444038
печатный,48,68.52444038
план,429,68.52444038
планета,203,68.52444038
плоский,57,68.52444038
поворот,12,68.52444038
повторять,64,68.52444038
подвиг,15,68.52444038
подвижный,23,68.52444038
подмалёвка,3,68.52444038
подобный,32,68.52444038
подобрать,240,68.52444038
поза,4,68.52444038
поисковый,27,68.52444038
показать,190,68.52444038
показаться,35,68.52444038
покров,13,68.52444038
полоска,54,68.52444038
полотенце,11,68.52444038
понравиться,33,68.52444038
порода,60,68.52444038
портал,14,68.52444038
поставить,315,68.52444038
постамент,3,68.52444038
постоянный,26,68.52444038
потешный,12,68.52444038
почувствовать,12,68.52444038
поэзия,8,68.52444038
поэтический,17,68.52444038
праздничность,3,68.52444038
превращать,14,68.52444038
преодолеть,34,68.52444038
прибрежный,16,68.52444038
привлекательный,7,68.52444038
привлекать,27,68.52444038
привычный,21,68.52444038
приглядеться,8,68.52444038
прийти,133,68.52444038
прикладной,14,68.52444038
примета,23,68.52444038
принести,72,68.52444038
присутствовать,12,68.52444038
проблема,95,68.52444038
продолжить,100,68.52444038
происходить,122,68.52444038
профессия,86,68.52444038
прошлый,54,68.52444038
проявляться,20,68.52444038
прялочный,3,68.52444038
пряха,4,68.52444038
псковский,4,68.52444038
пустыня,60,68.52444038
пышный,17,68.52444038
равнина,99,68.52444038
радовать,22,68.52444038
разживок,3,68.52444038
ранний,56,68.52444038
раскрывать,37,68.52444038
рассказывать,61,68.52444038
расстояние,922,68.52444038
реалистический,3,68.52444038
регион,11,68.52444038
рельеф,10,68.52444038
речка,57,68.52444038
рождаться,17,68.52444038
роскошный,9,68.52444038
российский,121,68.52444038
роща,60,68.52444038
рубый,4,68.52444038
ручеёк,23,68.52444038
салтановка,3,68.52444038
сарафан,11,68.52444038
светящийся,3,68.52444038
свитка,5,68.52444038
связанный,36,68.52444038
священный,15,68.52444038
северный,169,68.52444038
седло,3,68.52444038
селение,8,68.52444038
сердце,33,68.52444038
серебряный,50,68.52444038
символика,3,68.52444038
символический,3,68.52444038
сиять,10,68.52444038
скульптурный,7,68.52444038
следующий,306,68.52444038
служба,32,68.52444038
смелый,11,68.52444038
смешивать,8,68.52444038
смоленский,3,68.52444038
соблюдать,38,68.52444038
собрание,34,68.52444038
собрать,203,68.52444038
совершенный,11,68.52444038
современник,9,68.52444038
созвучный,6,68.52444038
соразмерный,3,68.52444038
сохранить,139,68.52444038
сохраниться,44,68.52444038
способный,23,68.52444038
среднеазиатский,3,68.52444038
среднерусский,3,68.52444038
старший,54,68.52444038
стих,61,68.52444038
страдание,9,68.52444038
строительство,80,68.52444038
строиться,31,68.52444038
стройный,17,68.52444038
существо,54,68.52444038
считаться,53,68.52444038
сюжетный,5,68.52444038
таинственный,10,68.52444038
талант,13,68.52444038
тепло,60,68.52444038
течь,32,68.52444038
толпа,7,68.52444038
торговый,39,68.52444038
торжественность,4,68.52444038
торжество,10,68.52444038
